timestamp,transformer_id,temperature,load_percentage,oil_quality,dissolved_gas,vibration,status,day_of_week,hour_of_day,health_index
2025-01-22 13:23:55.368170,1,42.482144538393555,72.14650418425279,97.06378043693788,55.64342091484004,0.32267226842457913,Normal,2,13,92.04603644868183
2025-01-22 14:23:55.368170,1,42.33824373195297,73.59560932988242,96.89265122374957,51.37692354442459,0.22739146744252717,Normal,2,14,92.83153639367416
2025-01-22 15:23:55.368170,1,37.23936806868006,62.401721030599255,97.18544430684975,57.80616221162464,0.18620792114980622,Normal,2,15,93.60767595111902
2025-01-22 16:23:55.368170,1,40.81378085272534,72.52964266019663,96.84457418813172,50.564659076735495,0.16554860985638464,Normal,2,16,93.79222485412548
2025-01-22 17:23:55.368170,1,39.91142094670615,71.0229960639334,97.11028483412326,66.78858224985957,0.2907346471579135,Normal,2,17,92.38129702912028
2025-01-22 18:23:55.368170,1,41.24443833044536,74.6110958261134,96.88533879350743,51.12317458251498,0.32198308687844535,Normal,2,18,92.81220665714397
2025-01-22 19:23:55.368170,1,41.75243887107902,75.62554087486556,96.85899916305618,49.06748291372991,0.26753777155498953,Normal,2,19,92.64954951556683
2025-01-22 20:23:55.368170,1,40.60257537339284,72.00162896186536,96.98269072383226,52.9130052681795,0.29146907462467153,Normal,2,20,93.12622537193896
2025-01-22 21:23:55.368170,1,39.93422786622198,69.13887052445405,97.19987993435302,67.8849879943844,0.3288208567385699,Normal,2,21,92.14447359046953
2025-01-22 22:23:55.368170,1,43.937276632107725,77.5931915802693,97.15551887445639,49.34830094888524,0.1984284809034249,Normal,2,22,91.03811697309436
2025-01-22 23:23:55.368170,1,46.253305608154754,81.5744068586558,96.86922351951925,47.891940074008744,0.23754484355630048,Normal,2,23,87.52210332602016
2025-01-23 00:23:55.368170,1,43.73889539063687,73.34723847659217,97.00142281356264,57.28450351262889,0.31773466145626,Normal,3,0,91.41999989844184
2025-01-23 01:23:55.368170,1,49.08275988573013,84.76575687605641,97.12322178167118,53.87244653805014,0.2535918871268084,Normal,3,1,84.04833770675477
2025-01-23 02:23:55.368170,1,45.483693420905034,73.95923355226259,97.18983680256437,53.659708735737226,0.25344006811794756,Normal,3,2,91.3907788568937
2025-01-23 03:23:55.368170,1,51.89496659533414,88.43411562943623,96.78795100470145,59.363473755685554,0.30326218484588474,Normal,3,3,79.92815293017934
2025-01-23 04:23:55.368170,1,48.25446726589123,78.14097763634479,96.95011702877214,59.69026439536806,0.3179207508311419,Normal,3,4,87.52729973953718
2025-01-23 05:23:55.368170,1,53.82049763721229,91.30680039586271,97.03059921336163,72.24353103185459,0.2452872601424939,Normal,3,5,76.85525926484056
2025-01-23 06:23:55.368170,1,50.2027232199696,82.00680804992399,96.94847533065321,47.92652002903995,0.3341313889168951,Normal,3,6,85.22907006755658
2025-01-23 07:23:55.368170,1,52.63669411269703,88.34729158457455,96.96213339954576,52.59158714290218,0.21359459804385778,Normal,3,7,80.7094587380578
2025-01-23 08:23:55.368170,1,48.75161036152635,79.3838353754326,97.10476077527277,53.8143539275945,0.25804039567344644,Normal,3,8,87.38468041730218
